Cluster,Repeats,Closest.upstream,Dist.upstream,Closest.downstream,Dist.downstream,Coords,First_start,First_end,Last_start,Last_end,Cyto_band,Cyto_start,species,flanking,age,
1.688,2,GENE,1,RSP-LIKE,9691,X:8256389-8257096,8256389,8256693,8256742,8257096,7E,8246255,D. mel,no,NA,
1.688,1,RSP-LIKE,99,GENE,2617,X:8266966-8267281,8266966,8267281,8266966,8267281,7E,8246255,D. mel,no,NA,
1.688,1,HOBO 1862 3016,226,MINIME,9024,X:8296509-8296769,8296509,8296769,8296509,8296769,7E,8246255,D. mel,no,NA,
1.688,1,DNAREP1,4924,GENE,6049,X:8318096-8318442,8318096,8318442,8318096,8318442,7E,8246255,D. mel,no,NA,
1.688,2,REP-2,1344,Homo6 783 875,6041,X:8338927-8339490,8338927,8339273,8339279,8339490,7E,8246255,D. mel,no,NA,
1.688,3,BEL-1,965,Polinton-1,4119,X:8369081-8369915,8369081,8369314,8369668,8369915,7E,8246255,D. mel,no,NA,
1.688,3,Helitron-N1,3261,GENE,2337,X:8394147-8394820,8394147,8394274,8394621,8394820,7E,8246255,D. mel,no,NA,
1.688,2,GENE,90,P-1,1643,X:8442438-8442878,8442438,8442600,8442607,8442878,7E,8246255,D. mel,no,NA,
1.688,3,GENE,1,GENE,21142,X:8495509-8496231,8495509,8495623,8495984,8496231,7F,8465639,D. mel,no,NA,
1.688,3,Gypsy-8,341,Jockey-3,17814,X:8530517-8531201,8530517,8530665,8531013,8531201,7F,8465639,D. mel,no,NA,
1.688,4,Gypsy7-I,627,MINIME,4657,X:8577466-8578485,8577466,8577593,8578304,8578485,7F,8465639,D. mel,no,old,
1.688,6,P-1,454,Gypsy-22,6014,X:8611681-8613588,8611681,8611910,8613343,8613588,7F,8465639,D. mel,no,old,
1.688,2,Gypsy-22,9549,GENE,630,X:8629192-8629529,8629192,8629367,8629383,8629529,7F,8465639,D. mel,no,NA,
1.688,4,Jockey-3,12999,GENE,11573,X:8664482-8665490,8664482,8664594,8665314,8665490,8A,8649407,D. mel,no,old,
1.688,11,GENE,5343,GENE,4654,X:8698963-8702559,8698963,8699195,8702449,8702559,8A,8649407,D. mel,no,old,
1.688,1,GENE,39,GENE,3036,X:8721542-8721638,8721542,8721638,8721542,8721638,8A,8649407,D. mel,no,NA,
1.688,3,TART,198,1.688,8873,X:8735091-8736058,8735091,8735450,8735811,8736058,8A,8649407,D. mel,no,NA,
1.688,1,1.688,8873,DNAREP1,1878,X:8744931-8745095,8744931,8745095,8744931,8745095,8A,8649407,D. mel,no,NA,
1.688,8,Helitron-1,2510,GENE,3530,X:8750369-8753009,8750369,8750564,8752725,8753009,8A,8649407,D. mel,no,old,
1.688,3,Gypsy-54,6467,GENE,7122,X:8827280-8828184,8827280,8827628,8827990,8828184,8B,8768351,D. mel,no,NA,
1.688,3,GENE,1,1.688,10023,X:8840197-8841210,8840197,8840470,8840860,8841210,8B,8768351,D. mel,no,NA,
1.688,1,1.688,10023,GENE,21591,X:8851233-8851421,8851233,8851421,8851233,8851421,8B,8768351,D. mel,no,NA,
1.688,2,GENE,1,Helena,2372,X:8909013-8909737,8909013,8909369,8909408,8909737,8B,8768351,D. mel,no,NA,
1.688,1,ROO,5624,GENE,6028,X:8959504-8959773,8959504,8959773,8959504,8959773,8C,8933650,D. mel,no,NA,
1.688,1,GENE,6150,GENE,2876,X:8980405-8980758,8980405,8980758,8980405,8980758,8C,8933650,D. mel,no,NA,
1.688,1,GENE,5892,GENE,2888,X:8990082-8990417,8990082,8990417,8990082,8990417,8C,8933650,D. mel,no,NA,
1.688,2,TART,5436,TART,7528,X:9005440-9006163,9005440,9005781,9005804,9006163,8C,8933650,D. mel,no,NA,
1.688,2,TART,2594,GENE,12731,X:9016754-9017474,9016754,9017078,9017121,9017474,8C,8933650,D. mel,no,NA,
1.688,1,GENE,1,1.688,2838,X:9033869-9034124,9033869,9034124,9033869,9034124,8C,8933650,D. mel,no,NA,
1.688,2,1.688,2838,Gypsy8-I,15452,X:9036962-9037487,9036962,9037281,9037286,9037487,8C,8933650,D. mel,no,NA,
1.688,2,GENE,1,HelitronN-1,587,X:9072260-9072752,9072260,9072604,9072619,9072752,8C,8933650,D. mel,no,NA,
1.688,1,GENE,1799,GENE,161,X:9093098-9093451,9093098,9093451,9093098,9093451,8C,8933650,D. mel,no,NA,
1.688,1,GENE,202,GENE,139,X:9106806-9106930,9106806,9106930,9106806,9106930,8C,8933650,D. mel,no,NA,
1.688,3,Gypsy8-I,3197,GENE,1448,X:9137711-9138794,9137711,9138072,9138434,9138794,8C,8933650,D. mel,no,NA,
1.688,2,GENE,2127,GENE,1672,X:9203947-9204454,9203947,9204305,9204343,9204454,8D,9194656,D. mel,no,NA,
1.688,1,GENE,1,GENE,812,X:9235290-9235648,9235290,9235648,9235290,9235648,8D,9194656,D. mel,no,NA,
1.688,1,TART,10095,Gypsy-28,1509,X:9296804-9297159,9296804,9297159,9296804,9297159,8D,9194656,D. mel,no,NA,
1.688,2,Jockey-3,10625,GENE,353,X:9313394-9314332,9313394,9313745,9314029,9314332,8D,9194656,D. mel,no,NA,
1.688,3,Jockey-6,13918,HelitronN-1,1311,X:9374203-9374941,9374203,9374561,9374836,9374941,8D,9194656,D. mel,no,NA,
1.688,2,HelitronN-1,20626,Jockey-3,14382,X:9396951-9397372,9396951,9397303,9397332,9397372,8D,9194656,D. mel,no,NA,
1.688,2,Jockey-3,10576,Jockey-3,5530,X:9422628-9423141,9422628,9422783,9422785,9423141,8E,9412384,D. mel,no,NA,
1.688,1,GENE,15359,Gypsy8-I,6132,X:9461571-9461928,9461571,9461928,9461571,9461928,8E,9412384,D. mel,no,NA,
1.688,2,GENE,3185,Homo6 754 875,16366,X:9515347-9516056,9515347,9515706,9515707,9516056,8E,9412384,D. mel,no,NA,
1.688,1,GENE,21,GENE,16136,X:9534646-9535004,9534646,9535004,9534646,9535004,8E,9412384,D. mel,no,NA,
1.688,1,GENE,356,BARI1 41 93,114,X:9556900-9557258,9556900,9557258,9556900,9557258,8E,9412384,D. mel,no,NA,
1.688,1,Helitron-N1,112,Transib-1,2275,X:9597491-9597849,9597491,9597849,9597491,9597849,8E,9412384,D. mel,no,NA,
1.688,7,REP-1,3988,GENE,323,X:9623304-9625971,9623304,9623508,9625613,9625971,8F,9600461,D. mel,no,old,
1.688,2,Gypsy-12,13673,TART,10733,X:9711003-9711692,9711003,9711361,9711396,9711692,9A,9709557,D. mel,no,NA,
1.688,4,TART,3036,GENE,721,X:9725537-9727202,9725537,9725747,9726842,9727202,9A,9709557,D. mel,no,old,
1.688,1,Jockey-3,32544,Jockey-3,1707,X:9772389-9772687,9772389,9772687,9772389,9772687,9A,9709557,D. mel,no,NA,
1.688,4,DM297,3000,HelitronN-1,13917,X:9808572-9810367,9808572,9808900,9810009,9810367,9A,9709557,D. mel,no,old,
1.688,1,HelitronN-1,16477,TART,12923,X:9840821-9841039,9840821,9841039,9840821,9841039,9A,9709557,D. mel,no,NA,
1.688,1,BEL-1,421,GENE,640,X:9870104-9870458,9870104,9870458,9870104,9870458,9A,9709557,D. mel,no,NA,
1.688,3,GENE,30,GENE,485,X:9880565-9881468,9880565,9880666,9881408,9881468,9A,9709557,D. mel,no,NA,
1.688,1,GENE,5586,GENE,3134,X:9905171-9905529,9905171,9905529,9905171,9905529,9A,9709557,D. mel,no,NA,
1.688,2,GENE,8234,DNAREP1,864,X:9919360-9920078,9919360,9919718,9919719,9920078,9A,9709557,D. mel,no,NA,
1.688,1,GENE,11707,Gypsy-22,8834,X:9941713-9941967,9941713,9941967,9941713,9941967,9A,9709557,D. mel,no,NA,
1.688,2,Helitron-2,901,GENE,6498,X:9956211-9956955,9956211,9956560,9956599,9956955,9A,9709557,D. mel,no,NA,
1.688,2,GENE,1,GENE,6449,X:9971318-9971704,9971318,9971575,9971576,9971704,9A,9709557,D. mel,no,NA,
1.688,1,GENE,3431,GENE,5351,X:9983995-9984339,9983995,9984339,9983995,9984339,9A,9709557,D. mel,no,NA,
1.688,3,Jockey-3,9718,GENE,828,X:10007160-10008382,10007160,10007509,10008307,10008382,9A,9709557,D. mel,no,NA,
1.688,3,TART,190,GENE,1507,X:10048607-10049444,10048607,10048818,10049181,10049444,9A,9709557,D. mel,no,NA,
1.688,1,DM297,642,PROTOP,1,X:10101733-10101814,10101733,10101814,10101733,10101814,9B,10055611,D. mel,no,NA,
1.688,2,PROTOP,73,Helitron-2,12,X:10102892-10103429,10102892,10103233,10103237,10103429,9B,10055611,D. mel,no,NA,
1.688,3,GENE,1,GENE,2895,X:10120465-10121452,10120465,10120823,10121223,10121452,9B,10055611,D. mel,no,NA,
1.688,3,GENE,872,Jockey-3,777,X:10155881-10156903,10155881,10156021,10156545,10156903,9B,10055611,D. mel,no,NA,
1.688,1,GENE,1,Gypsy-22,19725,X:10166420-10166533,10166420,10166533,10166420,10166533,9B,10055611,D. mel,no,NA,
1.688,1,GENE,1,hAT-1N,9651,X:10240135-10240492,10240135,10240492,10240135,10240492,9B,10055611,D. mel,no,NA,
1.688,4,Gypsy8-I,272,GENE,1448,X:10261670-10262785,10261670,10261860,10262617,10262785,9B,10055611,D. mel,no,old,
1.688,1,ROO,15433,1.688,10133,X:10291882-10292239,10291882,10292239,10291882,10292239,9B,10055611,D. mel,no,NA,
1.688,2,1.688,10133,Jockey-6,5092,X:10302372-10303123,10302372,10302726,10302765,10303123,9B,10055611,D. mel,no,NA,
1.688,3,GENE,1,GENE,7207,X:10340099-10340963,10340099,10340457,10340830,10340963,9B,10055611,D. mel,no,NA,
1.688,7,P-1,6489,CR1-4,5828,X:10394924-10396736,10394924,10395132,10396661,10396736,9B,10055611,D. mel,no,,
1.688,1,GENE,1,GENE,286,X:10416807-10417143,10416807,10417143,10416807,10417143,9C,10401342,D. mel,no,NA,
1.688,2,Jockey-3,6145,GENE,4471,X:10439080-10439440,10439080,10439219,10439226,10439440,9C,10401342,D. mel,no,NA,
1.688,2,GENE,1630,GENE,705,X:10488835-10489364,10488835,10489186,10489187,10489364,9D,10466209,D. mel,no,NA,
1.688,2,HOBO 2518 3016,513,GENE,12656,X:10552829-10553186,10552829,10552971,10553017,10553186,9D,10466209,D. mel,no,NA,
1.688,1,GENE,1,GENE,595,X:10589979-10590325,10589979,10590325,10589979,10590325,9D,10466209,D. mel,no,NA,
1.688,1,GENE,1,Jockey-3,1403,X:10606222-10606369,10606222,10606369,10606222,10606369,9D,10466209,D. mel,no,NA,
1.688,1,TART,3171,GENE,1,X:10622029-10622361,10622029,10622361,10622029,10622361,9D,10466209,D. mel,no,NA,
1.688,2,GENE,119,GENE,1,X:10623344-10623871,10623344,10623531,10623532,10623871,9D,10466209,D. mel,no,NA,
1.688,1,P-1,8824,Jockey-3,435,X:10645198-10645381,10645198,10645381,10645198,10645381,9D,10466209,D. mel,no,NA,
1.688,1,GENE,77,GENE,109,X:10660748-10660846,10660748,10660846,10660748,10660846,9E,10645359,D. mel,no,NA,
1.688,2,GENE,75,1.688,8423,X:10661918-10662427,10661918,10662086,10662118,10662427,9E,10645359,D. mel,no,NA,
1.688,1,1.688,8423,GENE,1423,X:10670850-10671010,10670850,10671010,10670850,10671010,9E,10645359,D. mel,no,NA,
1.688,2,Gypsy-20,3393,GENE,85,X:10787460-10787784,10787460,10787540,10787594,10787784,9F,10781791,D. mel,no,NA,
1.688,3,BEL-21,299,GENE,1427,X:10830500-10831325,10830500,10830851,10831218,10831325,9F,10781791,D. mel,no,NA,
1.688,1,GENE,1,GENE,7765,X:10861395-10861519,10861395,10861519,10861395,10861519,9F,10781791,D. mel,no,NA,
1.688,4,Jockey-3,11388,GENE,4230,X:10918716-10919742,10918716,10918902,10919629,10919742,9F,10781791,D. mel,no,old,
1.688,1,GENE,455,GENE,383,X:10930167-10930457,10930167,10930457,10930167,10930457,9F,10781791,D. mel,no,NA,
1.688,2,DNAREP1,9558,GENE,1,X:10949487-10950166,10949487,10949812,10949820,10950166,9F,10781791,D. mel,no,NA,
1.688,1,GENE,282,GENE,92,X:10951312-10951517,10951312,10951517,10951312,10951517,9F,10781791,D. mel,no,NA,
1.688,1,GENE,279,Gypsy-4,45,X:10952765-10953045,10952765,10953045,10952765,10953045,9F,10781791,D. mel,no,NA,
1.688,2,GENE,1,1.688,17975,X:10971327-10971935,10971327,10971588,10971589,10971935,9F,10781791,D. mel,no,NA,
1.688,5,1.688,17975,1.688,7064,X:10989910-10991417,10989910,10990151,10991239,10991417,10A,10976636,D. mel,no,new,
1.688,1,1.688,7064,Gypsy-5,19232,X:10998481-10998595,10998481,10998595,10998481,10998595,10A,10976636,D. mel,no,NA,
1.688,1,Gypsy-5,5239,Gypsy23-I,8533,X:11023178-11023281,11023178,11023281,11023178,11023281,10A,10976636,D. mel,no,NA,
1.688,3,Gypsy23-I,8571,GENE,3420,X:11040482-11041336,11040482,11040643,11041010,11041336,10A,10976636,D. mel,no,NA,
1.688,2,GENE,2259,GENE,1,X:11065429-11065900,11065429,11065782,11065806,11065900,10A,10976636,D. mel,no,NA,
1.688,3,DMLTR5 1 266,2425,GENE,2207,X:11105522-11106275,11105522,11105597,11105944,11106275,10A,10976636,D. mel,no,NA,
1.688,3,GENE,7040,GENE,4518,X:11177718-11178413,11177718,11177913,11178322,11178413,10A,10976636,D. mel,no,NA,
1.688,2,GENE,5822,GENE,10490,X:11208628-11208889,11208628,11208719,11208724,11208889,10B,11198804,D. mel,no,NA,
1.688,3,Gypsy8-I,5484,DM297,9257,X:11230551-11231295,11230551,11230696,11231059,11231295,10B,11198804,D. mel,no,NA,
1.688,5,GENE,42,Jockey-6,439,X:11248927-11250333,11248927,11249049,11250122,11250333,10B,11198804,D. mel,no,old,
1.688,7,M4DM 144 1434,1255,Jockey-6,24545,X:11271307-11273469,11271307,11271474,11273301,11273469,10B,11198804,D. mel,no,old,
1.688,3,GENE,1,Stalker2,1682,X:11309682-11310437,11309682,11309838,11310227,11310437,10B,11198804,D. mel,no,NA,
1.688,2,GENE,1,GENE,5546,X:11362559-11362899,11362559,11362699,11362694,11362899,10B,11198804,D. mel,no,NA,
1.688,1,GENE,1,GENE,8476,X:11413997-11414356,11413997,11414356,11413997,11414356,10B,11198804,D. mel,no,NA,
1.688,1,GENE,1,GENE,2322,X:11474533-11474736,11474533,11474736,11474533,11474736,10B,11198804,D. mel,no,NA,
1.688,3,GENE,1,BURDOCK,2804,X:11531833-11532546,11531833,11531951,11532321,11532546,10C,11489174,D. mel,no,NA,
1.688,2,INV2j,1139,GENE,1948,X:11558977-11559695,11558977,11559336,11559337,11559695,10C,11489174,D. mel,no,NA,
1.688,1,FB4,6844,Galileo,3407,X:11655119-11655477,11655119,11655477,11655119,11655477,10D,11607196,D. mel,no,NA,
1.688,1,GENE,710,RSP-LIKE,61,X:11706010-11706131,11706010,11706131,11706010,11706131,10D,11607196,D. mel,no,NA,
1.688,2,GENE,1,TART,4050,X:11757601-11758095,11757601,11757956,11757980,11758095,10E,11728874,D. mel,no,NA,
1.688,4,TART,752,Gypsy6-I,1385,X:11779981-11781548,11779981,11780111,11781194,11781548,10E,11728874,D. mel,no,old,
1.688,1,GENE,1,Helitron-N1,5762,X:11822485-11822714,11822485,11822714,11822485,11822714,10E,11728874,D. mel,no,NA,
1.688,8,GENE,65,GENE,1,X:11889251-11891752,11889251,11889370,11891535,11891752,10F,11829939,D. mel,no,old,
1.688,1,GENE,62,Helitron-2,1947,X:11920636-11920764,11920636,11920764,11920636,11920764,10F,11829939,D. mel,no,NA,
1.688,3,GENE,492,GENE,56,X:11989440-11990062,11989440,11989603,11989942,11990062,11A,11982050,D. mel,no,NA,
1.688,3,GENE,1,GENE,7190,X:12046825-12048148,12046825,12047183,12048070,12048148,11A,11982050,D. mel,no,NA,
1.688,3,GENE,840,GENE,9039,X:12093112-12093905,12093112,12093290,12093638,12093905,11A,11982050,D. mel,no,NA,
1.688,5,DNAREP1,8024,Helitron-N2,4093,X:12124022-12125419,12124022,12124237,12125316,12125419,11A,11982050,D. mel,no,old,
1.688,5,R1-1,11066,GENE,45035,X:12187882-12189527,12187882,12188228,12189309,12189527,11A,11982050,D. mel,no,new,
1.688,3,HelitronN-1,8576,BS2 3498 4721,12020,X:12289324-12290015,12289324,12289397,12289789,12290015,11A,11982050,D. mel,no,NA,
1.688,7,TART,13141,Homo6 742 815,3083,X:12336317-12338467,12336317,12336508,12338133,12338467,11A,11982050,D. mel,no,old,
1.688,5,Homo6 676 816,5500,GENE,865,X:12371050-12372253,12371050,12371169,12372177,12372253,11A,11982050,D. mel,no,old,
1.688,2,GENE,1,GENE,16076,X:12437865-12438653,12437865,12438222,12438536,12438653,11A,11982050,D. mel,no,NA,
1.688,2,GENE,289,GENE,111,X:12493271-12494284,12493271,12493626,12493949,12494284,11A,11982050,D. mel,no,NA,
1.688,1,Jockey-3,713,Galileo,1629,X:12524782-12525054,12524782,12525054,12524782,12525054,11A,11982050,D. mel,no,NA,
1.688,1,Galileo,18581,GENE,7468,X:12545301-12545656,12545301,12545656,12545301,12545656,11B,12525917,D. mel,no,NA,
1.688,3,Jockey-3,4173,GENE,270,X:12682903-12683933,12682903,12683210,12683598,12683933,11B,12525917,D. mel,no,NA,
1.688,1,GENE,1,GENE,3067,X:12757415-12757575,12757415,12757575,12757415,12757575,11B,12525917,D. mel,no,NA,
1.688,9,Gypsy-54,2680,GENE,3691,X:12794971-12797970,12794971,12795330,12797850,12797970,11C,12772076,D. mel,no,old,
1.688,1,Jockey-3,1072,GENE,22642,X:12832697-12833046,12832697,12833046,12832697,12833046,11C,12772076,D. mel,no,NA,
1.688,1,GENE,1,DMLTR5 1 266,1530,X:12928743-12929103,12928743,12929103,12928743,12929103,11D,12836467,D. mel,no,NA,
1.688,2,GENE,1,GENE,5266,X:12998194-12998689,12998194,12998328,12998324,12998689,11D,12836467,D. mel,no,NA,
1.688,3,GENE,14164,GENE,2138,X:13019043-13020060,13019043,13019341,13019697,13020060,11D,12836467,D. mel,no,NA,
1.688,2,GENE,2018,GENE,4747,X:13056707-13057325,13056707,13057066,13057067,13057325,11D,12836467,D. mel,no,NA,
1.688,4,GENE,4813,TART,363,X:13113007-13114053,13113007,13113201,13113928,13114053,11D,12836467,D. mel,no,old,
1.688,3,GENE,1,GENE,1105,X:13126719-13127491,13126719,13127078,13127372,13127491,11E,13113650,D. mel,no,NA,
1.688,3,GENE,1,GENE,134,X:13194526-13195365,13194526,13194867,13195015,13195365,11E,13113650,D. mel,no,NA,
1.688,3,GENE,5211,hAT-2,14766,X:13241777-13242557,13241777,13241992,13242366,13242557,11E,13113650,D. mel,no,NA,
1.688,1,GENE,126,GENE,1411,X:13333983-13334226,13333983,13334226,13333983,13334226,11E,13113650,D. mel,no,NA,
1.688,6,HeT-A3,791,GENE,5626,X:13360700-13362565,13360700,13360965,13362419,13362565,11F,13346260,D. mel,no,old,
1.688,2,GENE,2033,LINEJ1,6008,X:13423057-13423511,13423057,13423150,13423154,13423511,11F,13346260,D. mel,no,NA,
1.688,3,MDG3,5103,GENE,53120,X:13474322-13474886,13474322,13474413,13474527,13474886,12A,13461046,D. mel,no,NA,
1.688,2,GENE,108,GENE,3432,X:13530357-13530968,13530357,13530713,13530721,13530968,12A,13461046,D. mel,no,NA,
1.688,1,GENE,1,Gypsy8-I,4263,X:13585339-13585461,13585339,13585461,13585339,13585461,12A,13461046,D. mel,no,NA,
1.688,3,GENE,249,GENE,1428,X:13680749-13681524,13680749,13680827,13681185,13681524,12B,13646538,D. mel,no,NA,
1.688,4,GENE,1,GENE,24825,X:13692887-13693909,13692887,13693010,13693737,13693909,12B,13646538,D. mel,no,old,
1.688,1,GENE,1,Galileo,1998,X:13840540-13840807,13840540,13840807,13840540,13840807,12C,13757666,D. mel,no,NA,
1.688,3,TART,625,TART,6054,X:13900692-13901395,13900692,13900802,13901155,13901395,12C,13757666,D. mel,no,NA,
1.688,3,Copia,3430,DNAREP1,6986,X:14038764-14039387,14038764,14038911,14039329,14039387,12D,13903439,D. mel,no,NA,
1.688,1,DNAREP1,145,Jockey-3,11027,X:14124809-14124966,14124809,14124966,14124809,14124966,12E,14080988,D. mel,no,NA,
1.688,1,REP-2,9423,hAT-N1B,10960,X:14334151-14334309,14334151,14334309,14334151,14334309,12E,14080988,D. mel,no,NA,
1.688,3,hAT-N1B,5265,HeT-A3,17523,X:14350567-14351351,14350567,14350756,14351183,14351351,12E,14080988,D. mel,no,NA,
1.688,4,GENE,5844,Gypsy4-I,3131,X:14387260-14388595,14387260,14387559,14388273,14388595,12E,14080988,D. mel,no,old,
1.688,2,Helitron-1,5461,Gypsy-55,4812,X:14426738-14427428,14426738,14427095,14427108,14427428,12E,14080988,D. mel,no,NA,
1.688,2,BEL3,22633,HelitronN-1,729,X:14469373-14470384,14469373,14469672,14470038,14470384,12E,14080988,D. mel,no,NA,
1.688,2,Gypsy-3,5101,GENE,4082,X:14512597-14513208,14512597,14512867,14512879,14513208,12F,14510751,D. mel,no,NA,
1.688,2,NOMAD,6967,Gypsy-22,465,X:14565750-14566206,14565750,14565862,14565883,14566206,12F,14510751,D. mel,no,NA,
1.688,3,GENE,1,Gypsy-2,5994,X:14605516-14606377,14605516,14605871,14606231,14606377,12F,14510751,D. mel,no,NA,
1.688,2,I,18747,GENE,18605,X:14660642-14660963,14660642,14660751,14660770,14660963,12F,14510751,D. mel,no,NA,
1.688,3,GENE,1,DNA3-1,4546,X:14697099-14697774,14697099,14697217,14697596,14697774,12F,14510751,D. mel,no,NA,
1.688,1,GENE,1679,GENE,1504,X:14884265-14884448,14884265,14884448,14884265,14884448,13A,14873202,D. mel,no,NA,
1.688,7,GENE,725,GENE,161,X:14914537-14916595,14914537,14914590,14916420,14916595,13A,14873202,D. mel,no,old,
1.688,1,Jockey-6,3305,Helitron-2,5483,X:15146540-15146684,15146540,15146684,15146540,15146684,13B,15131122,D. mel,no,NA,
1.688,1,Jockey-3,24762,GENE,2647,X:15203072-15203160,15203072,15203160,15203072,15203160,13B,15131122,D. mel,no,NA,
1.688,3,GENE,116,GENE,337,X:15221292-15222320,15221292,15221644,15222006,15222320,13B,15131122,D. mel,no,NA,
1.688,2,DOC6,302,Jockey-3,2366,X:15417633-15418004,15417633,15417712,15417757,15418004,13C,15372315,D. mel,no,NA,
1.688,2,REP-2,14516,P-1,4776,X:15535364-15535667,15535364,15535594,15535612,15535667,13D,15522835,D. mel,no,NA,
1.688,3,Helitron-1,135,GENE,5003,X:15597684-15598280,15597684,15597841,15598216,15598280,13E,15592099,D. mel,no,NA,
1.688,1,GENE,1,GENE,1657,X:15782207-15782352,15782207,15782352,15782207,15782352,13E,15592099,D. mel,no,NA,
1.688,1,GENE,85,GENE,39,X:15977745-15977928,15977745,15977928,15977745,15977928,14A,15907609,D. mel,no,NA,
1.688,2,GENE,1,BEL-21,178,X:16066925-16067289,16066925,16067025,16067190,16067289,14A,15907609,D. mel,no,NA,
1.688,2,DNAREP1,1247,GENE,6368,X:16247302-16247640,16247302,16247419,16247427,16247640,14B,16113517,D. mel,no,NA,
1.688,2,GENE,1,GENE,1032,X:16269438-16269919,16269438,16269783,16269790,16269919,14B,16113517,D. mel,no,NA,
1.688,2,GENE,146,GENE,121,X:16447139-16447447,16447139,16447247,16447266,16447447,14C,16363597,D. mel,no,NA,
1.688,1,Homo6 795 870,1183,GENE,3446,X:16535576-16535707,16535576,16535707,16535576,16535707,14E,16520530,D. mel,no,NA,
1.688,1,BEL-10,15212,REP-2,3300,X:17348110-17348456,17348110,17348456,17348110,17348456,16A,17293690,D. mel,no,NA,
1.688,1,TART,2123,GENE,444,X:17455652-17455725,17455652,17455725,17455652,17455725,16A,17293690,D. mel,no,NA,
1.688,2,Jockey-6,2523,Gypsy-22,2774,X:17979013-17979321,17979013,17979114,17979118,17979321,16F,17883262,D. mel,no,NA,
1.688,1,GENE,1,Gypsy7-I,6674,X:18164264-18164300,18164264,18164300,18164264,18164300,16F,17883262,D. mel,no,NA,
1.688,1,Gypsy-3,221,Transib-N1,196,X:22575700-22575801,22575700,22575801,22575700,22575801,20C,22371347,D. mel,no,NA,
